stock_symbol,date,close_price,daily_return,annualized_return,annualized_volatility,sharpe_ratio,investment_status
AMZN,2020-04-21,116.41,-2.73229,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-04-22,118.17,1.5119,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-04-23,119.97,1.52323,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-04-24,120.51,0.450113,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-04-27,118.8,-1.41897,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-04-28,115.7,-2.60943,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-04-29,118.64,2.54105,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-04-30,123.7,4.265,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-05-01,114.3,-7.59903,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-05-04,115.8,1.31234,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-05-05,115.89,0.07772,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-05-06,117.56,1.44102,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-05-07,118.38,0.697516,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-05-08,118.98,0.506842,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-05-11,120.45,1.2355,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-05-12,117.85,-2.15857,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-05-13,118.4,0.466695,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-05-14,119.44,0.878378,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-05-15,120.49,0.879102,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-05-18,121.31,0.680554,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-05-19,122.47,0.956228,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-05-20,124.9,1.98416,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-05-21,122.34,-2.04964,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-05-22,121.84,-0.408697,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-05-26,121.09,-0.615561,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-05-27,120.52,-0.470724,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-05-28,120.06,-0.381679,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-05-29,122.12,1.71581,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-06-01,123.55,1.17098,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-06-02,123.62,0.056657,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-06-03,123.92,0.242679,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-06-04,123.03,-0.718205,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-06-05,124.15,0.910347,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-06-08,126.2,1.65123,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-06-09,130.04,3.04279,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-06-10,132.37,1.79176,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-06-11,127.9,-3.3769,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-06-12,127.25,-0.50821,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-06-15,128.63,1.08448,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-06-16,130.76,1.65591,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-06-17,132.05,0.98654,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-06-18,132.7,0.492238,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-06-19,133.75,0.791258,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-06-22,135.69,1.45047,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-06-23,138.22,1.86454,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-06-24,136.72,-1.08523,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-06-25,137.73,0.738736,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-06-26,134.64,-2.24352,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-06-29,134.02,-0.460487,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-06-30,137.94,2.92494,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-07-01,143.93,4.34247,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-07-02,144.51,0.402974,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-07-06,152.85,5.77123,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-07-07,150.01,-1.85803,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-07-08,154.06,2.69982,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-07-09,159.13,3.29093,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-07-10,160.0,0.546723,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-07-13,155.2,-3.0,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-07-14,154.2,-0.64433,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-07-15,150.44,-2.43839,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-07-16,149.99,-0.299123,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-07-17,148.1,-1.26008,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-07-20,159.84,7.92708,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-07-21,156.91,-1.83308,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-07-22,155.0,-1.21726,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-07-23,149.33,-3.65807,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-07-24,150.45,0.750017,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-07-27,152.76,1.53539,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-07-28,150.02,-1.79366,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-07-29,151.68,1.10652,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-07-30,152.59,0.599947,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-07-31,158.23,3.69618,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-08-03,155.59,-1.66846,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-08-04,156.94,0.867665,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-08-05,160.25,2.10909,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-08-06,161.25,0.624025,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-08-07,158.37,-1.78605,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-08-10,157.41,-0.606175,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-08-11,154.03,-2.14726,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-08-12,158.11,2.64883,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-08-13,158.05,-0.037948,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-08-14,157.4,-0.411262,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-08-17,159.12,1.09276,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-08-18,165.62,4.08497,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-08-19,163.02,-1.56986,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-08-20,164.87,1.13483,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-08-21,164.24,-0.382119,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-08-24,165.37,0.688018,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-08-25,167.32,1.17917,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-08-26,172.09,2.85083,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-08-27,170.0,-1.21448,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-08-28,170.09,0.052941,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-08-31,172.55,1.44629,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-09-01,174.96,1.3967,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-09-02,176.57,0.92021,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-09-03,168.4,-4.62706,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-09-04,164.73,-2.17934,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-09-08,157.49,-4.39507,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-09-09,163.43,3.77167,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-09-10,158.76,-2.85749,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-09-11,155.81,-1.85815,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-09-14,155.15,-0.423593,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-09-15,157.81,1.71447,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-09-16,153.9,-2.47766,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-09-17,150.44,-2.24821,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-09-18,147.75,-1.78809,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-09-21,148.02,0.182741,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-09-22,156.45,5.69518,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-09-23,149.99,-4.12912,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-09-24,150.99,0.666711,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-09-25,154.76,2.49685,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-09-28,158.7,2.54588,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-09-29,157.24,-0.919975,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-09-30,157.44,0.127194,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-10-01,161.06,2.29929,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-10-02,156.25,-2.98646,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-10-05,159.96,2.3744,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-10-06,155.0,-3.10078,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-10-07,159.78,3.08387,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-10-08,159.53,-0.156465,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-10-09,164.33,3.00884,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-10-12,172.15,4.75872,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-10-13,172.18,0.017427,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-10-14,168.19,-2.31734,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-10-15,166.93,-0.749153,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-10-16,163.64,-1.97089,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-10-19,160.36,-2.0044,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-10-20,160.85,0.305562,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-10-21,159.25,-0.994716,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-10-22,158.82,-0.270016,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-10-23,160.22,0.881501,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-10-26,160.35,0.081138,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-10-27,164.32,2.47583,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-10-28,158.14,-3.76095,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-10-29,160.55,1.52397,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-10-30,151.81,-5.44379,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-11-02,150.22,-1.04736,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-11-03,152.42,1.46452,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-11-04,162.06,6.32463,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-11-05,166.1,2.4929,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-11-06,165.57,-0.319085,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-11-09,157.19,-5.0613,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-11-10,151.75,-3.46078,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-11-11,156.87,3.37397,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-11-12,155.51,-0.86696,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-11-13,156.44,0.598032,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-11-16,156.55,0.070314,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-11-17,156.78,0.146918,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-11-18,155.27,-0.963133,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-11-19,155.85,0.373543,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-11-20,154.97,-0.564645,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-11-23,154.92,-0.032264,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-11-24,155.9,0.632585,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-11-25,159.25,2.14881,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-11-27,159.77,0.326531,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-11-30,158.4,-0.857483,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-12-01,161.0,1.64141,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-12-02,160.18,-0.509317,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-12-03,159.34,-0.52441,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-12-04,158.13,-0.759382,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-12-07,157.9,-0.14545,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-12-08,158.86,0.60798,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-12-09,155.21,-2.29762,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-12-10,155.07,-0.0902,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-12-11,155.82,0.483653,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-12-14,157.85,1.30279,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-12-15,158.26,0.25974,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-12-16,162.05,2.39479,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-12-17,161.8,-0.154273,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-12-18,160.08,-1.06304,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-12-21,160.31,0.143678,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-12-22,160.33,0.012476,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-12-23,159.26,-0.667374,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-12-24,158.63,-0.39558,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-12-28,164.2,3.51132,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-12-29,166.1,1.15712,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-12-30,164.29,-1.0897,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2020-12-31,162.85,-0.876499,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-01-04,159.33,-2.1615,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-01-05,160.93,1.0042,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-01-06,156.92,-2.49177,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-01-07,158.11,0.758348,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-01-08,159.13,0.64512,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-01-11,155.71,-2.14919,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-01-12,156.04,0.211932,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-01-13,158.29,1.44194,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-01-14,156.37,-1.21296,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-01-15,155.21,-0.74183,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-01-19,156.04,0.534759,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-01-20,163.17,4.56934,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-01-21,165.35,1.33603,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-01-22,164.61,-0.447536,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-01-25,164.7,0.054675,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-01-26,166.31,0.977535,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-01-27,161.63,-2.81402,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-01-28,161.88,0.154674,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-01-29,160.31,-0.969854,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-02-01,167.14,4.2605,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-02-02,169.0,1.11284,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-02-03,165.63,-1.99408,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-02-04,166.55,0.555455,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-02-05,167.61,0.636446,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-02-08,166.15,-0.87107,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-02-09,165.25,-0.541679,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-02-10,164.33,-0.556732,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-02-11,163.11,-0.742409,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-02-12,163.89,0.478205,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-02-16,163.45,-0.268473,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-02-17,165.43,1.21138,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-02-18,166.41,0.592396,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-02-19,162.49,-2.35563,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-02-22,159.04,-2.12321,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-02-23,159.73,0.433853,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-02-24,157.98,-1.0956,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-02-25,152.86,-3.24092,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-02-26,154.65,1.17101,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-03-01,157.31,1.72001,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-03-02,154.73,-1.64007,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-03-03,150.25,-2.89537,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-03-04,148.88,-0.911814,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-03-05,150.02,0.765717,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-03-08,147.6,-1.61312,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-03-09,153.14,3.75339,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-03-10,152.88,-0.169779,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-03-11,155.68,1.8315,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-03-12,154.47,-0.777235,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-03-15,154.08,-0.252476,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-03-16,154.59,0.330997,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-03-17,156.79,1.42312,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-03-18,151.4,-3.43772,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-03-19,153.75,1.55218,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-03-22,155.54,1.16423,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-03-23,156.88,0.861515,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-03-24,154.35,-1.6127,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-03-25,152.31,-1.32167,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-03-26,152.6,0.190401,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-03-29,153.79,0.779817,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-03-30,152.76,-0.669744,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-03-31,154.7,1.26997,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-04-01,158.05,2.16548,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-04-05,161.34,2.08162,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-04-06,161.19,-0.092971,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-04-07,163.97,1.72467,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-04-08,164.96,0.603769,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-04-09,168.61,2.21266,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-04-12,168.97,0.21351,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-04-13,170.0,0.609576,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-04-14,166.65,-1.97059,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-04-15,168.95,1.38014,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-04-16,169.97,0.603729,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-04-19,168.6,-0.806025,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-04-20,166.73,-1.10913,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-04-21,168.1,0.821688,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-04-22,165.45,-1.57644,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-04-23,167.04,0.961015,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-04-26,170.45,2.04143,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-04-27,170.87,0.246407,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-04-28,172.93,1.2056,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-04-29,173.57,0.370092,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-04-30,173.37,-0.115227,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-05-03,169.32,-2.33604,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-05-04,165.59,-2.20293,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-05-05,163.53,-1.24404,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-05-06,165.32,1.0946,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-05-07,164.58,-0.447617,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-05-10,159.52,-3.07449,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-05-11,161.2,1.05316,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-05-12,157.6,-2.23325,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-05-13,158.07,0.298223,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-05-14,161.15,1.9485,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-05-17,163.52,1.47068,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-05-18,161.61,-1.16805,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-05-19,161.59,-0.012375,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-05-20,162.38,0.488892,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-05-21,160.15,-1.37332,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-05-24,162.25,1.31127,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-05-25,162.95,0.431433,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-05-26,163.26,0.190242,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-05-27,161.51,-1.07191,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-05-28,161.15,-0.222896,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-06-01,160.93,-0.136519,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-06-02,161.7,0.478469,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-06-03,159.35,-1.45331,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-06-04,160.31,0.602447,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-06-07,159.9,-0.255754,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-06-08,163.21,2.07004,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-06-09,164.06,0.520801,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-06-10,167.48,2.0846,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-06-11,167.34,-0.083592,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-06-14,169.19,1.10553,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-06-15,169.16,-0.017732,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-06-16,170.76,0.94585,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-06-17,174.46,2.16678,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-06-18,174.35,-0.063052,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-06-21,172.7,-0.946372,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-06-22,175.27,1.48813,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-06-23,175.19,-0.045644,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-06-24,172.45,-1.56402,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-06-25,170.07,-1.38011,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-06-28,172.19,1.24655,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-06-29,172.41,0.127766,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-06-30,172.01,-0.232005,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-07-01,171.65,-0.20929,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-07-02,175.55,2.27206,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-07-06,183.79,4.69382,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-07-07,184.83,0.565863,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-07-08,186.57,0.941406,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-07-09,185.97,-0.321595,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-07-12,185.93,-0.021509,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-07-13,183.87,-1.10794,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-07-14,184.08,0.114211,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-07-15,181.56,-1.36897,0.253516,0.360138,0.615088,Moderate Risk
AMZN,2021-07-16,178.68,-1.58625,0.253516,0.360138,0.615088,Moderate Risk
